id,common_name,latitude,longitude,neighborhood,scientific_name
1852314886,Oak: Northern Red,40.45260053,-80.00903759,Allegheny Center,Quercus rubra
486997122,Linden: Littleleaf,40.45267257,-80.0092294,Allegheny Center,Tilia cordata
1700641681,Elm: spp.,40.45257458,-80.00930728,Allegheny Center,Ulmus spp.
1177236839,Crabapple: Flowering,40.45271829,-80.00935717,Allegheny Center,Malus spp.
1958802522,Crabapple: Flowering,40.45284998,-80.0093165,Allegheny Center,Malus spp.
324971210,Oak: Northern Red,40.45277655,-80.00912717,Allegheny Center,Quercus rubra
1506389115,Sweetgum: American,40.45298187,-80.00919716,Allegheny Center,Liquidambar styraciflua
1797037727,Sweetgum: American,40.45324861,-80.00929629,Allegheny Center,Liquidambar styraciflua
1952492407,Maple: Silver,40.45321244,-80.00938526,Allegheny Center,Acer saccharinum
2055606318,Oak: Water,40.45314872,-80.00947331,Allegheny Center,Quercus nigra
168460680,Goldenraintree,40.45310475,-80.00960714,Allegheny Center,Koelreuteria paniculata
1158723665,Katsuratree,40.45329136,-80.0095773,Allegheny Center,Cercidiphyllum japonicum
1391257916,Sweetgum: American,40.45342394,-80.00949156,Allegheny Center,Liquidambar styraciflua
1429323031,Sweetgum: American,40.45351933,-80.00937239,Allegheny Center,Liquidambar styraciflua
405409724,Oak: Northern Red,40.45365635,-80.00941304,Allegheny Center,Quercus rubra
1592326379,Linden: Littleleaf,40.45375732,-80.00953367,Allegheny Center,Tilia cordata
328180192,Sweetgum: American,40.45388018,-80.00959189,Allegheny Center,Liquidambar styraciflua
917812047,Ash: White,40.45388194,-80.00950176,Allegheny Center,Fraxinus americana
1892862951,Elm: spp.,40.45403166,-80.00959696,Allegheny Center,Ulmus spp.
2062635075,Honeylocust: Thornless,40.45159982,-80.00934087,Allegheny Center,Gleditsia triacanthos inermis
1790700371,Linden: Littleleaf,40.45147499,-80.00938177,Allegheny Center,Tilia cordata
85753341,Elm: spp.,40.4513433,-80.00935769,Allegheny Center,Ulmus spp.
1258305076,Elm: spp.,40.45142239,-80.009189,Allegheny Center,Ulmus spp.
76457809,Elm: spp.,40.45125679,-80.00920149,Allegheny Center,Ulmus spp.
946111779,Elm: spp.,40.4510001,-80.00894039,Allegheny Center,Ulmus spp.
356872871,Linden: Littleleaf,40.45088145,-80.00901758,Allegheny Center,Tilia cordata
2030760678,Tuliptree,40.45037302,-80.00866627,Allegheny Center,Liriodendron tulipifera
118194047,Amur Corktree,40.45010131,-80.00881953,Allegheny Center,Phellodendron amurense
111258334,Amur Corktree,40.44998637,-80.00872672,Allegheny Center,Phellodendron amurense
828065057,Linden: Littleleaf,40.44998122,-80.00828465,Allegheny Center,Tilia cordata
1827861136,Honeylocust: Thornless,40.45008416,-80.00830614,Allegheny Center,Gleditsia triacanthos inermis
1401660654,Oak: English,40.45011543,-80.00846951,Allegheny Center,Quercus robur
886406850,Ash: Green,40.45028012,-80.00850209,Allegheny Center,Fraxinus pennsylvanica
563443506,Elm: spp.,40.45040495,-80.00846116,Allegheny Center,Ulmus spp.
1774729777,Ash: Green,40.45064239,-80.00864948,Allegheny Center,Fraxinus pennsylvanica
1161214329,Oak: Shingle,40.4507403,-80.00854859,Allegheny Center,Quercus imbricaria
1388310685,Honeylocust: Thornless,40.45097985,-80.00862876,Allegheny Center,Gleditsia triacanthos inermis
253237734,Sweetgum: American,40.45100406,-80.00880091,Allegheny Center,Liquidambar styraciflua
1632443831,Linden: American,40.45110963,-80.00868723,Allegheny Center,Tilia americana
1685510471,Sweetgum: American,40.45118874,-80.00887025,Allegheny Center,Liquidambar styraciflua
784634223,Oak: Northern Red,40.45130859,-80.00872995,Allegheny Center,Quercus rubra
227668719,Sweetgum: American,40.45131055,-80.00898256,Allegheny Center,Liquidambar styraciflua
1731153602,Goldenraintree,40.45146186,-80.0087877,Allegheny Center,Koelreuteria paniculata
976733734,Dawn Redwood,40.45161281,-80.00881983,Allegheny Center,Metasequoia glyptostroboides
690773529,Honeylocust: Thornless,40.4515558,-80.00891712,Allegheny Center,Gleditsia triacanthos inermis
85389899,Zelkova: Japanese,40.45165149,-80.00895642,Allegheny Center,Zelkova serrata
1732902166,Maple: Norway,40.45170445,-80.00906642,Allegheny Center,Acer platanoides
10004838,Elm: spp.,40.45160805,-80.00906319,Allegheny Center,Ulmus spp.
688644020,Elm: spp.,40.45156411,-80.00919698,Allegheny Center,Ulmus spp.
545907353,Ginkgo,40.45430148,-80.00963972,Allegheny Center,Ginkgo biloba
568791364,Crabapple: Flowering,40.45432003,-80.00974857,Allegheny Center,Malus spp.
353347972,Maple: Sugar,40.45428224,-80.0099187,Allegheny Center,Acer saccharum
1126086512,Ash: Green,40.45446409,-80.00978047,Allegheny Center,Fraxinus pennsylvanica
562560939,Maple: Red,40.45426635,-80.01002636,Allegheny Center,Acer rubrum
1215639054,Honeylocust: Thornless,40.45438693,-80.01020179,Allegheny Center,Gleditsia triacanthos inermis
391173080,Ash: Green,40.45443638,-80.01014029,Allegheny Center,Fraxinus pennsylvanica
524867977,Crabapple: Flowering,40.45420811,-80.01018678,Allegheny Center,Malus spp.
703962639,Crabapple: Flowering,40.45413149,-80.01022929,Allegheny Center,Malus spp.
244860045,Crabapple: Flowering,40.45420582,-80.01030392,Allegheny Center,Malus spp.
176938366,Elm: spp.,40.45432886,-80.01035316,Allegheny Center,Ulmus spp.
931912879,Ash: Green,40.45431897,-80.01050614,Allegheny Center,Fraxinus pennsylvanica
1280641258,Oak: Scarlet,40.45407324,-80.0103897,Allegheny Center,Quercus coccinea
180896185,Oak: Pin,40.45409575,-80.01084374,Allegheny Center,Quercus palustris
2001556612,Hornbeam: European,40.45424069,-80.01083055,Allegheny Center,Carpinus betulus
923141852,Tuliptree,40.45419604,-80.01100041,Allegheny Center,Liriodendron tulipifera
154192293,Linden: Littleleaf,40.45417962,-80.01113516,Allegheny Center,Tilia cordata
967450694,Maple: Norway,40.45402284,-80.01104874,Allegheny Center,Acer platanoides
147082674,Amur Corktree,40.45403945,-80.01125674,Allegheny Center,Phellodendron amurense
2014411256,Hickory: Pignut,40.45394182,-80.01131658,Allegheny Center,Carya glabra
1583268995,Elm: spp.,40.45380977,-80.01158333,Allegheny Center,Ulmus spp.
1921821440,Elm: spp.,40.45376528,-80.01139244,Allegheny Center,Ulmus spp.
1359354619,Elm: spp.,40.45365493,-80.01139776,Allegheny Center,Ulmus spp.
1256166838,Elm: spp.,40.45357937,-80.01138621,Allegheny Center,Ulmus spp.
1998414171,Elm: spp.,40.45337035,-80.0113022,Allegheny Center,Ulmus spp.
1583880357,Elm: American,40.45313377,-80.01106879,Allegheny Center,Ulmus americana
1141543843,Elm: spp.,40.4530464,-80.01095763,Allegheny Center,Ulmus spp.
490186909,Maple: Sugar,40.45298691,-80.01082939,Allegheny Center,Acer saccharum
345364091,Sycamore: American,40.45288468,-80.01077183,Allegheny Center,Platanus occidentalis
1553361176,Ginkgo,40.45273215,-80.01072952,Allegheny Center,Ginkgo biloba
100634745,Horsechestnut,40.45304481,-80.01059568,Allegheny Center,Aesculus hippocastanum
1535251895,Linden: Littleleaf,40.45298815,-80.01067494,Allegheny Center,Tilia cordata
1048403561,Maple: Red,40.4529788,-80.01115263,Allegheny Center,Acer rubrum
585827530,Crabapple: Flowering,40.45292671,-80.0113493,Allegheny Center,Malus spp.
724017680,Linden: Littleleaf,40.45309407,-80.01124668,Allegheny Center,Tilia cordata
684787889,Elm: spp.,40.45342952,-80.01149326,Allegheny Center,Ulmus spp.
792376734,Linden: American,40.45354673,-80.01148821,Allegheny Center,Tilia americana
393143397,Pine: Austrian,40.45366097,-80.01163632,Allegheny Center,Pinus nigra
2067844496,Pine: Austrian,40.45370209,-80.01164672,Allegheny Center,Pinus nigra
1057202008,Elm: American,40.45369168,-80.01182675,Allegheny Center,Ulmus americana
154712415,Oak: Pin,40.45380238,-80.01180339,Allegheny Center,Quercus palustris
1089506710,Pagodatree: Japanese,40.45361117,-80.01171582,Allegheny Center,Styphnolobium japonicum
994709382,Oak: Pin,40.45382497,-80.01205671,Allegheny Center,Quercus palustris
981358981,Oak: Pin,40.45390494,-80.01184292,Allegheny Center,Quercus palustris
55551885,Spruce: Colorado,40.45398739,-80.01185471,Allegheny Center,Picea pungens
1264414878,Zelkova: Japanese,40.45415999,-80.01197973,Allegheny Center,Zelkova serrata
1285637020,Spruce: Colorado,40.45408461,-80.01231093,Allegheny Center,Picea pungens
489213245,Ginkgo,40.45401241,-80.01247986,Allegheny Center,Ginkgo biloba
103215461,Maple: Norway,40.45397535,-80.01261391,Allegheny Center,Acer platanoides
1225141545,Linden: Littleleaf,40.45385741,-80.01265503,Allegheny Center,Tilia cordata
1923925414,Oak: Pin,40.45390658,-80.01285902,Allegheny Center,Quercus palustris
411279125,Oak: Bur,40.45370656,-80.01287036,Allegheny Center,Quercus macrocarpa
2000256904,Oak: Sawtooth,40.45389616,-80.01303905,Allegheny Center,Quercus acutissima
127224129,Honeylocust: Thornless,40.45405664,-80.0129362,Allegheny Center,Gleditsia triacanthos inermis
1670312607,Elm: spp.,40.45411084,-80.01333486,Allegheny Center,Ulmus spp.
244223854,Elm: spp.,40.45413344,-80.01323641,Allegheny Center,Ulmus spp.
253359868,Elm: spp.,40.45415675,-80.01310189,Allegheny Center,Ulmus spp.
1955226434,Elm: spp.,40.45416505,-80.01303003,Allegheny Center,Ulmus spp.
1887346639,Elm: spp.,40.45418094,-80.01292233,Allegheny Center,Ulmus spp.
1027343898,Elm: spp.,40.45419734,-80.01278761,Allegheny Center,Ulmus spp.
1737537869,Elm: spp.,40.45422701,-80.01268037,Allegheny Center,Ulmus spp.
1265922062,Elm: spp.,40.45423548,-80.01259949,Allegheny Center,Ulmus spp.
1934428554,Elm: spp.,40.45428702,-80.01242983,Allegheny Center,Ulmus spp.
1751923600,Oak: Northern Red,40.45429037,-80.01225859,Allegheny Center,Quercus rubra
614731313,Elm: spp.,40.45434777,-80.01214326,Allegheny Center,Ulmus spp.
49705003,Elm: spp.,40.45434247,-80.01206191,Allegheny Center,Ulmus spp.
1678863492,Crabapple: Flowering,40.45427538,-80.01196948,Allegheny Center,Malus spp.
113588852,Oak: Northern Red,40.45423937,-80.01174008,Allegheny Center,Quercus rubra
2014592870,Tree-of-Heaven,40.45425561,-80.01161435,Allegheny Center,Ailanthus altissima
1933486965,Maple: Norway,40.45433399,-80.01148171,Allegheny Center,Acer platanoides
1317739152,Goldenraintree,40.45435165,-80.01128388,Allegheny Center,Koelreuteria paniculata
74874543,Oak: Northern Red,40.45436894,-80.01180755,Allegheny Center,Quercus rubra
1935126741,Oak: Northern Red,40.45440532,-80.01170956,Allegheny Center,Quercus rubra
1701457398,Oak: Northern Red,40.45443531,-80.01158432,Allegheny Center,Quercus rubra
777859908,Oak: Northern Red,40.45445191,-80.01144055,Allegheny Center,Quercus rubra
1927547535,Oak: Northern Red,40.45448158,-80.01133331,Allegheny Center,Quercus rubra
38960945,Oak: Northern Red,40.45449694,-80.01125266,Allegheny Center,Quercus rubra
1328487842,Oak: Northern Red,40.4545264,-80.01115444,Allegheny Center,Quercus rubra
156651126,Oak: Northern Red,40.45451834,-80.01103476,Allegheny Center,Quercus rubra
1900583353,Oak: Northern Red,40.45455592,-80.01087368,Allegheny Center,Quercus rubra
774429184,Oak: Northern Red,40.45458594,-80.01074841,Allegheny Center,Quercus rubra
61107787,Oak: Northern Red,40.45460905,-80.01062291,Allegheny Center,Quercus rubra
424766041,Linden: Littleleaf,40.45449907,-80.0106102,Allegheny Center,Tilia cordata
2094174984,Linden: Littleleaf,40.45445334,-80.01083415,Allegheny Center,Tilia cordata
130635002,Maple: Norway,40.4545439,-80.01043132,Allegheny Center,Acer platanoides
118056615,Elm: spp.,40.45463906,-80.01049767,Allegheny Center,Ulmus spp.
1170205242,Oak: Northern Red,40.45466272,-80.01034512,Allegheny Center,Quercus rubra
896093060,Maple: Sugar,40.45461715,-80.01020832,Allegheny Center,Acer saccharum
1924053030,Stump,40.45460882,-80.01015132,Allegheny Center,Stump
386250645,Maple: Norway,40.45457246,-80.00989758,Allegheny Center,Acer platanoides
21739469,Tuliptree,40.45458252,-80.00973559,Allegheny Center,Liriodendron tulipifera
569607487,Oak: Northern Red,40.45471775,-80.00986636,Allegheny Center,Quercus rubra
952469355,Oak: Northern Red,40.45477881,-80.00956178,Allegheny Center,Quercus rubra
584742644,Sycamore: American,40.45470643,-80.00938797,Allegheny Center,Platanus occidentalis
1103045404,Oak: Northern Red,40.4545689,-80.00937434,Allegheny Center,Quercus rubra
1649395054,Sycamore: American,40.45449483,-80.00928688,Allegheny Center,Platanus occidentalis
1790682553,Oak: Northern Red,40.4544505,-80.0087352,Allegheny Center,Quercus rubra
1865686710,Hawthorn: spp.,40.4546657,-80.00865222,Allegheny Center,Crataegus spp.
1024930990,Poplar: Carolina,40.454653,-80.00894943,Allegheny Center,Populus x canadensis
1628356110,Horsechestnut,40.45477551,-80.00902568,Allegheny Center,Aesculus hippocastanum
1607709005,Maple: Red,40.45472308,-80.00888866,Allegheny Center,Acer rubrum
1725046909,Maple: Red,40.45473861,-80.00879899,Allegheny Center,Acer rubrum
267777885,Oak: Northern Red,40.45493598,-80.00892282,Allegheny Center,Quercus rubra
477940844,Crabapple: Flowering,40.45491434,-80.00843006,Allegheny Center,Malus spp.
772527271,Crabapple: Flowering,40.45498972,-80.00845063,Allegheny Center,Malus spp.
114354389,Linden: American,40.45508449,-80.00818324,Allegheny Center,Tilia americana
1611088595,Elm: spp.,40.45510762,-80.00805773,Allegheny Center,Ulmus spp.
1701866794,Elm: spp.,40.45512333,-80.00795904,Allegheny Center,Ulmus spp.
1643033288,Oak: Northern Red,40.45509719,-80.00788602,Allegheny Center,Quercus rubra
414682901,Elm: spp.,40.45513975,-80.00782429,Allegheny Center,Ulmus spp.
64508314,Elm: spp.,40.45516921,-80.00772607,Allegheny Center,Ulmus spp.
221714810,Elm: spp.,40.45518527,-80.00760938,Allegheny Center,Ulmus spp.
1120640582,Oak: Northern Red,40.45516514,-80.00758164,Allegheny Center,Quercus rubra
337812969,Elm: spp.,40.45520186,-80.00743189,Allegheny Center,Ulmus spp.
1123494425,Elm: spp.,40.45524015,-80.00723475,Allegheny Center,Ulmus spp.
1490415470,Elm: spp.,40.45526257,-80.00714531,Allegheny Center,Ulmus spp.
412840363,Elm: spp.,40.4552998,-80.00700227,Allegheny Center,Ulmus spp.
1264635357,Honeylocust: Thornless,40.45526838,-80.00684787,Allegheny Center,Gleditsia triacanthos inermis
1992477712,Oak: Northern Red,40.45527703,-80.00675797,Allegheny Center,Quercus rubra
759886593,Sweetgum: American,40.45519493,-80.00672815,Allegheny Center,Liquidambar styraciflua
2027528182,Maple: Norway,40.45512716,-80.00702352,Allegheny Center,Acer platanoides
1217681107,Maple: Norway,40.4551074,-80.00732952,Allegheny Center,Acer platanoides
730267501,Maple: Norway,40.45506258,-80.0075084,Allegheny Center,Acer platanoides
563405924,Linden: American,40.45497644,-80.00768589,Allegheny Center,Tilia americana
235016927,Amur Corktree,40.45503646,-80.00778712,Allegheny Center,Phellodendron amurense
602145064,Elm: American,40.45489418,-80.00801687,Allegheny Center,Ulmus americana
2146103215,Linden: American,40.45486399,-80.00815116,Allegheny Center,Tilia americana
1395659289,Maple: Norway,40.45473019,-80.00829999,Allegheny Center,Acer platanoides
1614454935,Hawthorn: spp.,40.45466134,-80.00829768,Allegheny Center,Crataegus spp.
578949519,Hawthorn: spp.,40.45457889,-80.0082859,Allegheny Center,Crataegus spp.
1043128522,Hawthorn: spp.,40.45437433,-80.00829659,Allegheny Center,Crataegus spp.
514643217,Maple: Sugar,40.45467215,-80.00821638,Allegheny Center,Acer saccharum
1888629885,Horsechestnut,40.454834,-80.00709736,Allegheny Center,Aesculus hippocastanum
1450801412,Maple: Norway,40.45480856,-80.00698827,Allegheny Center,Acer platanoides
630024887,Sycamore: American,40.45481014,-80.00690716,Allegheny Center,Platanus occidentalis
1269173966,Maple: Norway,40.45488163,-80.00677429,Allegheny Center,Acer platanoides
386533664,Baldcypress: Common,40.45494289,-80.00681239,Allegheny Center,Taxodium distichum
1191278303,Linden: American,40.45485662,-80.00735067,Allegheny Center,Tilia americana
178932219,Elm: spp.,40.45478829,-80.00767305,Allegheny Center,Ulmus spp.
352484589,Linden: American,40.45487639,-80.00774818,Allegheny Center,Tilia americana
2013638840,Sycamore: American,40.45494311,-80.00750688,Allegheny Center,Platanus occidentalis
245791990,Maple: Norway,40.45496641,-80.00737239,Allegheny Center,Acer platanoides
906578282,Maple: Norway,40.45502941,-80.00696863,Allegheny Center,Acer platanoides
473484366,Maple: Norway,40.45505872,-80.00687942,Allegheny Center,Acer platanoides
1086349200,Honeylocust: Thornless,40.45503486,-80.00668922,Allegheny Center,Gleditsia triacanthos inermis
1396782129,Oak: Pin,40.45506931,-80.005061,Allegheny Center,Quercus palustris
998815490,Oak: Pin,40.45509861,-80.00497179,Allegheny Center,Quercus palustris
1241288338,Oak: Pin,40.45514361,-80.00478389,Allegheny Center,Quercus palustris
1357910506,Maple: Norway,40.4552425,-80.00501266,Allegheny Center,Acer platanoides
790369168,Oak: Pin,40.45516761,-80.0046133,Allegheny Center,Quercus palustris
909284763,Oak: Pin,40.45521846,-80.00447974,Allegheny Center,Quercus palustris
1245261781,Oak: Pin,40.45523846,-80.0043313,Allegheny Center,Quercus palustris
1480117940,Ginkgo,40.45571068,-80.00413964,Allegheny Center,Ginkgo biloba
1970130103,Linden: American,40.45573008,-80.00385167,Allegheny Center,Tilia americana
548558422,Maple: Norway,40.45572495,-80.00376131,Allegheny Center,Acer platanoides
1842232689,Maple: Norway,40.45576387,-80.00343542,Allegheny Center,Acer platanoides
1636577483,Elm: spp.,40.45582301,-80.00322995,Allegheny Center,Ulmus spp.
1419931983,Maple: Red,40.45576966,-80.0027862,Allegheny Center,Acer rubrum
588728547,Maple: Red,40.45581069,-80.00265888,Allegheny Center,Acer rubrum
1465175805,Maple: Red,40.45589314,-80.00267066,Allegheny Center,Acer rubrum
1142981867,Maple: Red,40.45587585,-80.00285046,Allegheny Center,Acer rubrum
504024969,Coffeetree: Kentucky,40.45548912,-80.00419535,Allegheny Center,Gymnocladus dioicus
1219045425,Stump,40.45596692,-80.00277233,Allegheny Center,Stump
1589004883,Zelkova: Japanese,40.45606086,-80.00290172,Allegheny Center,Zelkova serrata
417932794,Zelkova: Japanese,40.45603773,-80.00302723,Allegheny Center,Zelkova serrata
1471105582,Elm: spp.,40.45599415,-80.00314303,Allegheny Center,Ulmus spp.
1865765195,Linden: American,40.45593219,-80.00314096,Allegheny Center,Tilia americana
313601039,Elm: spp.,40.45597827,-80.00325073,Allegheny Center,Ulmus spp.
2034694077,Oak: Northern Red,40.45596326,-80.00331336,Allegheny Center,Quercus rubra
322766287,Maple: Sugar,40.455902,-80.00327522,Allegheny Center,Acer saccharum
554528589,Oak: Northern Red,40.45593381,-80.00341159,Allegheny Center,Quercus rubra
1599803097,Elm: spp.,40.45591526,-80.00364865,Allegheny Center,Ulmus spp.
894735059,Oak: Northern Red,40.45589196,-80.00378317,Allegheny Center,Quercus rubra
1039721474,Zelkova: Japanese,40.45587663,-80.00386383,Allegheny Center,Zelkova serrata
1811868998,Elm: spp.,40.45586057,-80.00398055,Allegheny Center,Ulmus spp.
1783007585,Oak: Northern Red,40.45582315,-80.00413261,Allegheny Center,Quercus rubra
799655446,Oak: Northern Red,40.45579281,-80.00427592,Allegheny Center,Quercus rubra
2050431246,Zelkova: Japanese,40.45576315,-80.00438317,Allegheny Center,Zelkova serrata
798809421,Oak: Pin,40.45564363,-80.00446282,Allegheny Center,Quercus palustris
1348438860,Maple: Red,40.45557549,-80.00442445,Allegheny Center,Acer rubrum
1704127422,Maple: Red,40.45551707,-80.00459386,Allegheny Center,Acer rubrum
2005506717,Oak: Pin,40.45560621,-80.00461488,Allegheny Center,Quercus palustris
46530127,Zelkova: Japanese,40.45569255,-80.0047801,Allegheny Center,Zelkova serrata
406517308,Honeylocust,40.45566925,-80.00491463,Allegheny Center,Gleditsia triacanthos
1081447167,Horsechestnut,40.4555863,-80.0049299,Allegheny Center,Aesculus hippocastanum
830993536,Elm: spp.,40.45564616,-80.00504014,Allegheny Center,Ulmus spp.
1111181250,Oak: Northern Red,40.45561614,-80.00516538,Allegheny Center,Quercus rubra
150704106,Elm: spp.,40.45561724,-80.00530758,Allegheny Center,Ulmus spp.
1491076829,Zelkova: Japanese,40.45558125,-80.00538755,Allegheny Center,Zelkova serrata
1948638774,Sycamore: American,40.45552441,-80.00547584,Allegheny Center,Platanus occidentalis
186051622,Sycamore: American,40.45548716,-80.00561888,Allegheny Center,Platanus occidentalis
1825040107,Sweetgum: American,40.45548312,-80.00582619,Allegheny Center,Liquidambar styraciflua
956873904,Oak: Northern Red,40.45546052,-80.00592465,Allegheny Center,Quercus rubra
285662123,Elm: spp.,40.45545134,-80.0060416,Allegheny Center,Ulmus spp.
523920117,Elm: spp.,40.45543531,-80.00615832,Allegheny Center,Ulmus spp.
84765571,Oak: Northern Red,40.4554197,-80.00625316,Allegheny Center,Quercus rubra
103533245,Magnolia: Cucumbertree,40.45539215,-80.00590051,Allegheny Center,Magnolia acuminata
355740779,Maple: Norway,40.45538699,-80.00545841,Allegheny Center,Acer platanoides
2093883543,Maple: Norway,40.45540925,-80.00529736,Allegheny Center,Acer platanoides
636472102,Oak: Northern Red,40.45549574,-80.00510182,Allegheny Center,Quercus rubra
994401878,Maple: Norway,40.45552892,-80.00481432,Allegheny Center,Acer platanoides
1798017754,Maple: Norway,40.45553033,-80.00474222,Allegheny Center,Acer platanoides
1151375646,Maple: Norway,40.45530476,-80.00535702,Allegheny Center,Acer platanoides
404841196,Elm: spp.,40.4552797,-80.00558164,Allegheny Center,Ulmus spp.
662362567,Maple: Norway,40.45526275,-80.00574344,Allegheny Center,Acer platanoides
792516139,Maple: Norway,40.45521105,-80.00592209,Allegheny Center,Acer platanoides
1795111927,Maple: Norway,40.45519481,-80.00604783,Allegheny Center,Acer platanoides
1733214835,Amur Corktree,40.45508765,-80.0058909,Allegheny Center,Phellodendron amurense
1698899913,Elm: spp.,40.45515567,-80.00617776,Allegheny Center,Ulmus spp.
282771449,Oak: Northern Red,40.45507252,-80.00620201,Allegheny Center,Quercus rubra
213236319,Oak: Northern Red,40.45512478,-80.00634808,Allegheny Center,Quercus rubra
1548517412,Oak: Northern Red,40.45524096,-80.00639705,Allegheny Center,Quercus rubra
1867115129,Maple: Red,40.45469386,-80.00654111,Allegheny Center,Acer rubrum
2093534093,Hawthorn: spp.,40.45464515,-80.00656651,Allegheny Center,Crataegus spp.
1621066131,Hawthorn: spp.,40.45459711,-80.00655592,Allegheny Center,Crataegus spp.
215718254,Hawthorn: spp.,40.45452208,-80.00651732,Allegheny Center,Crataegus spp.
1442393338,Hawthorn: spp.,40.45451197,-80.00648352,Allegheny Center,Crataegus spp.
1248506265,Maple: Red,40.45438802,-80.00647937,Allegheny Center,Acer rubrum
211436281,Spruce: Colorado,40.45427805,-80.00646667,Allegheny Center,Picea pungens
1994035351,Honeylocust: Thornless,40.45414211,-80.00637193,Allegheny Center,Gleditsia triacanthos inermis
1497528701,Honeylocust: Thornless,40.4540803,-80.00636084,Allegheny Center,Gleditsia triacanthos inermis
1610338156,Honeylocust: Thornless,40.45403123,-80.00640431,Allegheny Center,Gleditsia triacanthos inermis
562216200,Honeylocust: Thornless,40.45410609,-80.00645189,Allegheny Center,Gleditsia triacanthos inermis
1386347545,Oak: Northern Red,40.45396557,-80.00659151,Allegheny Center,Quercus rubra
1278048350,Oak: Northern Red,40.45395675,-80.00669043,Allegheny Center,Quercus rubra
929787540,Oak: Northern Red,40.45393433,-80.00677987,Allegheny Center,Quercus rubra
1482490421,Oak: Northern Red,40.4539114,-80.00689635,Allegheny Center,Quercus rubra
1397760918,Oak: Northern Red,40.45388881,-80.00699477,Allegheny Center,Quercus rubra
655935759,Oak: Northern Red,40.45386691,-80.0070572,Allegheny Center,Quercus rubra
2052269645,Oak: Northern Red,40.45385844,-80.00713808,Allegheny Center,Quercus rubra
456358005,Oak: Northern Red,40.45395765,-80.00699708,Allegheny Center,Quercus rubra
146555023,Oak: Northern Red,40.45398749,-80.00688085,Allegheny Center,Quercus rubra
188453596,Oak: Northern Red,40.45401059,-80.00675535,Allegheny Center,Quercus rubra
1410030839,Oak: Northern Red,40.45401889,-80.00668348,Allegheny Center,Quercus rubra
215021156,Oak: Northern Red,40.45404573,-80.00672044,Allegheny Center,Quercus rubra
429873108,Oak: Northern Red,40.45407203,-80.00678447,Allegheny Center,Quercus rubra
1479688001,Oak: Northern Red,40.4540295,-80.00684617,Allegheny Center,Quercus rubra
2108448490,Oak: Northern Red,40.45401484,-80.00689079,Allegheny Center,Quercus rubra
1869401125,Honeylocust: Thornless,40.45384776,-80.00733729,Allegheny Center,Gleditsia triacanthos inermis
88972811,Honeylocust: Thornless,40.45387441,-80.00738329,Allegheny Center,Gleditsia triacanthos inermis
977148518,Honeylocust: Thornless,40.45381705,-80.00749863,Allegheny Center,Gleditsia triacanthos inermis
493225305,Sycamore: American,40.45443244,-80.00294132,Allegheny Center,Platanus occidentalis
1383807646,Sycamore: American,40.45449442,-80.00294339,Allegheny Center,Platanus occidentalis
999147276,Sycamore: American,40.45467149,-80.00302753,Allegheny Center,Platanus occidentalis
1463095741,Sycamore: American,40.45473999,-80.00304786,Allegheny Center,Platanus occidentalis
955623895,Sycamore: American,40.45478782,-80.0030675,Allegheny Center,Platanus occidentalis
1784932166,Sycamore: American,40.45485649,-80.00307882,Allegheny Center,Platanus occidentalis
515687303,Maple: Red,40.45495237,-80.00310905,Allegheny Center,Acer rubrum
608283013,Maple: Red,40.45505495,-80.00314857,Allegheny Center,Acer rubrum
1856831073,Sycamore: American,40.45517128,-80.00318855,Allegheny Center,Platanus occidentalis
1703886710,Tuliptree,40.45524751,-80.00301086,Allegheny Center,Liriodendron tulipifera
934667456,Oak: Pin,40.45536402,-80.00304182,Allegheny Center,Quercus palustris
506289625,Oak: Pin,40.45533436,-80.00314906,Allegheny Center,Quercus palustris
1862082934,Oak: Pin,40.45543111,-80.00313425,Allegheny Center,Quercus palustris
991503501,Oak: Pin,40.45540163,-80.00323248,Allegheny Center,Quercus palustris
996298812,Oak: Pin,40.4554779,-80.00320796,Allegheny Center,Quercus palustris
376860579,Maple: Red,40.45535011,-80.00340211,Allegheny Center,Acer rubrum
1525200599,Linden: American,40.45556143,-80.00351741,Allegheny Center,Tilia americana
1862983519,Sycamore: American,40.45553708,-80.003706,Allegheny Center,Platanus occidentalis
242131549,Tuliptree,40.45545431,-80.00371225,Allegheny Center,Liriodendron tulipifera
2137623536,Oak: Northern Red,40.45554664,-80.00392279,Allegheny Center,Quercus rubra
877593176,Oak: Northern Red,40.4556372,-80.00387171,Allegheny Center,Quercus rubra
53784464,Oak: White,40.4556598,-80.00377326,Allegheny Center,Quercus alba
1906666164,Oak: Northern Red,40.45567586,-80.00365653,Allegheny Center,Quercus rubra
1770932286,Oak: White,40.45571291,-80.00352247,Allegheny Center,Quercus alba
935066704,Oak: Northern Red,40.45574963,-80.00340647,Allegheny Center,Quercus rubra
1883928381,Oak: White,40.45576496,-80.00332578,Allegheny Center,Quercus alba
1425801809,Ginkgo,40.45562143,-80.00326689,Allegheny Center,Ginkgo biloba
249179201,Maple: Sugar,40.45563271,-80.00304177,Allegheny Center,Acer saccharum
382587749,Sweetgum: American,40.45550137,-80.00306445,Allegheny Center,Liquidambar styraciflua
47987329,Maple: Norway,40.45546323,-80.00290084,Allegheny Center,Acer platanoides
489173925,Maple: Norway,40.45533928,-80.0028967,Allegheny Center,Acer platanoides
956888662,Maple: Norway,40.4550992,-80.00284357,Allegheny Center,Acer platanoides
